main_road,DayNumber,Month,count,unique,average
M56,15,March 2020,1360085,49,27757
M56,23,March 2020,1243053,49,25368
M56,26,March 2020,729498,49,14888
M56,20,March 2020,1546232,49,31556
M56,21,March 2020,978728,49,19974
M56,25,March 2020,775660,49,15830
M56,12,March 2020,2024944,49,41325
M56,2,March 2020,2006292,49,40945
M56,8,March 2020,1566027,49,31960
M56,7,March 2020,1520727,49,31035
M56,11,March 2020,1977394,49,40355
M56,13,March 2020,2012073,49,41063
M56,10,March 2020,1875404,49,38274
M56,4,March 2020,1947504,49,39745
M56,5,March 2020,1973840,49,40282
M56,3,March 2020,1905433,49,38886
M56,28,March 2020,321592,49,6563
M6,26,March 2020,5780169,243,23787
M6,2,March 2020,11887032,243,48918
M6,29,March 2020,1909271,243,7857
M6,22,March 2020,5257594,243,21636
M6,6,March 2020,12671495,243,52146
M6,19,March 2020,10362281,243,42643
M6,7,March 2020,9513023,243,39148
M6,9,March 2020,11876356,243,48874
M6,17,March 2020,10960670,243,45106
M6,20,March 2020,10575077,243,43519
M6,31,March 2020,4918645,243,20241
M6,11,March 2020,11388614,243,46867
M6,1,March 2020,9111893,243,37498
M6,21,March 2020,6352445,243,26142
M6,28,March 2020,2494285,243,10265
M6,15,March 2020,8454436,243,34792
M6,25,March 2020,6133668,243,25241
M6,10,March 2020,12025370,243,49487
M6,12,March 2020,12257863,243,50444
M6,14,March 2020,8601891,243,35399
M6,24,March 2020,7555614,243,31093
M6,4,March 2020,11948691,243,49172
M6,8,March 2020,9402367,243,38693
M6,16,March 2020,11406778,243,46941
M6,23,March 2020,9015726,243,37102
M6,5,March 2020,12171250,243,50087
M6,13,March 2020,12473617,243,51332
M6,3,March 2020,11747797,243,48345
M6,27,March 2020,5389795,243,22180
M6,30,March 2020,4831514,243,19883
M6,18,March 2020,10469059,243,43083
M60,6,March 2020,3448331,69,49976
M60,29,March 2020,435853,69,6317
M60,7,March 2020,2588191,69,37510
M60,30,March 2020,1041476,69,15094
M60,9,March 2020,3199528,69,46370
M60,26,March 2020,1299940,69,18840
M60,1,March 2020,2302646,69,33372
M60,19,March 2020,2681203,69,38858
M60,15,March 2020,2056554,69,29805
M60,21,March 2020,1633452,69,23673
M60,28,March 2020,572789,69,8301
M60,31,March 2020,1051117,69,15234
M60,2,March 2020,3260402,69,47252
M60,17,March 2020,2892088,69,41914
M60,12,March 2020,3348528,69,48529
M60,27,March 2020,1254052,69,18175
M60,11,March 2020,3391489,69,49152
M60,14,March 2020,2352535,69,34095
M60,4,March 2020,3345156,69,48481
M60,16,March 2020,3056309,69,44294
M60,20,March 2020,2641058,69,38276
M60,13,March 2020,3306367,69,47918
M60,25,March 2020,1356399,69,19658
M60,8,March 2020,2319276,69,33613
M60,22,March 2020,1340234,69,19424
M60,3,March 2020,3271610,69,47415
M60,23,March 2020,2177783,69,31562
M60,10,March 2020,3230713,69,46822
M60,18,March 2020,2700509,69,39138
M60,5,March 2020,3394367,69,49194
M60,24,March 2020,1621763,69,23504
M600,31,March 2020,14594,3,4865
M600,6,March 2020,77956,3,25985
M600,1,March 2020,55534,3,18511
M600,7,March 2020,45598,3,15199
M600,16,March 2020,63305,3,21102
M600,9,March 2020,76457,3,25486
M600,27,March 2020,16940,3,5647
M600,21,March 2020,23284,3,7761
M600,30,March 2020,13978,3,4659
M600,15,March 2020,41833,3,13944
M600,26,March 2020,17816,3,5939
M600,28,March 2020,6863,3,2288
M600,2,March 2020,74828,3,24943
M600,29,March 2020,5244,3,1748
M600,14,March 2020,37772,3,12591
M600,22,March 2020,19420,3,6473
M600,3,March 2020,76125,3,25375
M600,20,March 2020,48922,3,16307
M600,11,March 2020,78122,3,26041
M600,4,March 2020,75535,3,25178
M600,10,March 2020,71169,3,23723
M600,17,March 2020,53737,3,17912
M600,13,March 2020,72859,3,24286
M600,25,March 2020,20603,3,6868
M600,24,March 2020,29416,3,9805
M600,18,March 2020,48606,3,16202
M600,19,March 2020,51115,3,17038
M600,12,March 2020,77863,3,25954
M600,8,March 2020,55735,3,18578
M600,23,March 2020,38720,3,12907
M600,5,March 2020,82626,3,27542
M602,26,March 2020,34554,5,6911
M602,29,March 2020,11381,5,2276
M602,4,March 2020,80292,5,16058
M602,14,March 2020,53679,5,10736
M602,6,March 2020,81602,5,16320
M602,30,March 2020,30668,5,6134
M602,25,March 2020,37049,5,7410
M602,21,March 2020,36013,5,7203
M602,20,March 2020,62219,5,12444
M602,19,March 2020,65061,5,13012
M602,9,March 2020,76316,5,15263
M602,28,March 2020,15004,5,3001
M602,24,March 2020,43301,5,8660
M602,1,March 2020,62644,5,12529
M602,31,March 2020,31028,5,6206
M602,11,March 2020,76658,5,15332
M602,8,March 2020,55341,5,11068
M602,3,March 2020,102626,5,20525
M602,15,March 2020,41953,5,8391
M602,13,March 2020,78908,5,15782
M602,7,March 2020,61792,5,12358
M602,27,March 2020,33634,5,6727
M602,12,March 2020,78203,5,15641
M602,17,March 2020,70153,5,14031
M602,5,March 2020,81937,5,16387
M602,18,March 2020,65557,5,13111
M602,16,March 2020,70760,5,14152
M602,22,March 2020,28479,5,5696
M602,23,March 2020,53841,5,10768
M602,2,March 2020,113930,5,22786
M602,10,March 2020,80202,5,16040
M61,29,March 2020,120585,29,4158
M61,9,March 2020,811789,29,27993
M61,30,March 2020,325066,29,11209
M61,31,March 2020,327240,29,11284
M61,4,March 2020,842698,29,29059
M61,19,March 2020,753648,29,25988
M61,20,March 2020,772545,29,26639
M61,1,March 2020,625747,29,21577
M61,22,March 2020,421157,29,14523
M61,7,March 2020,691852,29,23857
M61,23,March 2020,613297,29,21148
M61,14,March 2020,659468,29,22740
M61,26,March 2020,380059,29,13105
M61,6,March 2020,914811,29,31545
M61,2,March 2020,818980,29,28241
M61,8,March 2020,662745,29,22853
M61,28,March 2020,161420,29,5566
M61,18,March 2020,749336,29,25839
M61,21,March 2020,478532,29,16501
M61,16,March 2020,844503,29,29121
M61,11,March 2020,858987,29,29620
M61,17,March 2020,786485,29,27120
M61,10,March 2020,816024,29,28139
M61,12,March 2020,856999,29,29552
M61,15,March 2020,625550,29,21571
M61,24,March 2020,491451,29,16947
M61,27,March 2020,362591,29,12503
M61,25,March 2020,405652,29,13988
M61,5,March 2020,831372,29,28668
M61,3,March 2020,826109,29,28487
M61,13,March 2020,938662,29,32368
M62,7,March 2020,7535069,233,32339
M62,27,March 2020,4242721,233,18209
M62,29,March 2020,1338903,233,5746
M62,8,March 2020,7108065,233,30507
M62,28,March 2020,1747484,233,7500
M62,17,March 2020,8412582,233,36106
M62,19,March 2020,8157797,233,35012
M62,9,March 2020,9501995,233,40781
M62,26,March 2020,4459174,233,19138
M62,6,March 2020,10320209,233,44293
M62,31,March 2020,3767753,233,16171
M62,16,March 2020,9145688,233,39252
M62,18,March 2020,8099854,233,34763
M62,3,March 2020,9543874,233,40961
M62,5,March 2020,9834577,233,42208
M62,12,March 2020,9822427,233,42156
M62,22,March 2020,3862151,233,16576
M62,4,March 2020,9743802,233,41819
M62,23,March 2020,7092462,233,30440
M62,1,March 2020,6998720,233,30037
M62,14,March 2020,6766157,233,29039
M62,11,March 2020,9738548,233,41796
M62,2,March 2020,9397951,233,40335
M62,20,March 2020,8246459,233,35393
M62,21,March 2020,4688202,233,20121
M62,30,March 2020,3831534,233,16444
M62,24,March 2020,5569079,233,23902
M62,10,March 2020,9577076,233,41103
M62,13,March 2020,9939812,233,42660
M62,15,March 2020,6463890,233,27742
M62,25,March 2020,4690594,233,20131
M621,17,March 2020,155949,6,25992
M621,26,March 2020,58834,6,9806
M621,9,March 2020,170685,6,28448
M621,29,March 2020,18891,6,3148
M621,7,March 2020,143573,6,23929
M621,27,March 2020,56960,6,9493
M621,1,March 2020,122811,6,20468
M621,6,March 2020,182502,6,30417
M621,31,March 2020,51991,6,8665
M621,25,March 2020,63657,6,10610
M621,22,March 2020,60900,6,10150
M621,2,March 2020,169459,6,28243
M621,4,March 2020,181776,6,30296
M621,14,March 2020,126695,6,21116
M621,24,March 2020,75584,6,12597
M621,21,March 2020,83948,6,13991
M621,16,March 2020,166325,6,27721
M621,11,March 2020,174287,6,29048
M621,8,March 2020,117889,6,19648
M621,3,March 2020,175466,6,29244
M621,28,March 2020,26569,6,4428
M621,30,March 2020,51580,6,8597
M621,15,March 2020,107710,6,17952
M621,12,March 2020,176209,6,29368
M621,5,March 2020,178454,6,29742
M621,20,March 2020,142485,6,23748
M621,18,March 2020,147297,6,24550
M621,23,March 2020,116104,6,19351
M621,13,March 2020,175503,6,29250
M621,10,March 2020,177478,6,29580
M621,19,March 2020,145853,6,24309
M65,30,March 2020,176779,23,7686
M65,14,March 2020,296729,23,12901
M65,9,March 2020,478580,23,20808
M65,6,March 2020,514178,23,22356
M65,25,March 2020,216671,23,9420
M65,29,March 2020,59871,23,2603
M65,26,March 2020,203854,23,8863
M65,2,March 2020,485067,23,21090
M65,15,March 2020,253280,23,11012
M65,7,March 2020,326546,23,14198
M65,22,March 2020,179337,23,7797
M65,16,March 2020,459682,23,19986
M65,11,March 2020,496003,23,21565
M65,31,March 2020,177661,23,7724
M65,4,March 2020,501363,23,21798
M65,23,March 2020,340444,23,14802
M65,8,March 2020,283729,23,12336
M65,28,March 2020,83419,23,3627
M65,10,March 2020,486245,23,21141
M65,5,March 2020,504222,23,21923
M65,17,March 2020,433419,23,18844
M65,12,March 2020,499722,23,21727
M65,24,March 2020,254473,23,11064
M65,20,March 2020,397725,23,17292
M65,19,March 2020,403697,23,17552
M65,21,March 2020,218589,23,9504
M65,1,March 2020,270983,23,11782
M65,27,March 2020,192829,23,8384
M65,18,March 2020,409872,23,17821
M65,3,March 2020,493030,23,21436
M65,13,March 2020,491723,23,21379
M66,9,March 2020,151520,4,37880
M66,1,March 2020,95669,4,23917
M66,10,March 2020,154483,4,38621
M66,29,March 2020,20489,4,5122
M66,25,March 2020,67287,4,16822
M66,27,March 2020,62300,4,15575
M66,7,March 2020,115633,4,28908
M66,12,March 2020,159735,4,39934
M66,20,March 2020,124775,4,31194
M66,16,March 2020,142921,4,35730
M66,26,March 2020,63851,4,15963
M66,17,March 2020,136001,4,34000
M66,21,March 2020,73437,4,18359
M66,23,March 2020,103372,4,25843
M66,28,March 2020,29506,4,7376
M66,5,March 2020,162746,4,40686
M66,18,March 2020,129511,4,32378
M66,31,March 2020,55966,4,13992
M66,2,March 2020,152760,4,38190
M66,24,March 2020,77092,4,19273
M66,4,March 2020,161958,4,40490
M66,30,March 2020,55256,4,13814
M66,22,March 2020,57468,4,14367
M66,11,March 2020,157816,4,39454
M66,6,March 2020,160937,4,40234
M66,15,March 2020,86872,4,21718
M66,13,March 2020,155612,4,38903
M66,8,March 2020,97619,4,24405
M66,3,March 2020,157308,4,39327
M66,14,March 2020,103711,4,25928
M66,19,March 2020,128098,4,32024
M67,13,March 2020,141167,6,23528
M67,2,March 2020,140261,6,23377
M67,30,March 2020,53665,6,8944
M67,20,March 2020,121402,6,20234
M67,18,March 2020,119128,6,19855
M67,11,March 2020,139462,6,23244
M67,9,March 2020,135709,6,22618
M67,26,March 2020,63538,6,10590
M67,17,March 2020,123354,6,20559
M67,21,March 2020,87828,6,14638
M67,8,March 2020,112429,6,18738
M67,28,March 2020,31218,6,5203
M67,10,March 2020,137668,6,22945
M67,23,March 2020,104804,6,17467
M67,25,March 2020,66732,6,11122
M67,27,March 2020,60573,6,10096
M67,7,March 2020,120224,6,20037
M67,4,March 2020,139706,6,23284
M67,29,March 2020,23163,6,3860
M67,22,March 2020,74104,6,12351
M67,14,March 2020,110601,6,18434
M67,6,March 2020,145618,6,24270
M67,16,March 2020,132365,6,22061
M67,19,March 2020,120288,6,20048
M67,3,March 2020,138420,6,23070
M67,24,March 2020,77895,6,12982
M67,5,March 2020,144750,6,24125
M67,12,March 2020,140344,6,23391
M67,15,March 2020,102115,6,17019
M67,31,March 2020,54547,6,9091
M67,1,March 2020,115317,6,19220
M69,23,March 2020,178390,14,12742
M69,21,March 2020,118811,14,8486
M69,20,March 2020,212816,14,15201
M69,22,March 2020,93109,14,6651
M69,12,March 2020,298321,14,21309
M69,11,March 2020,292225,14,20873
M69,19,March 2020,215119,14,15366
M69,16,March 2020,264074,14,18862
M69,5,March 2020,303297,14,21664
M69,13,March 2020,293289,14,20949
M69,30,March 2020,99327,14,7095
M69,2,March 2020,284829,14,20345
M69,27,March 2020,108963,14,7783
M69,7,March 2020,215860,14,15419
M69,4,March 2020,307191,14,21942
M69,17,March 2020,234009,14,16715
M69,1,March 2020,200325,14,14309
M69,6,March 2020,310430,14,22174
M69,26,March 2020,112374,14,8027
M69,15,March 2020,170694,14,12192
M69,3,March 2020,294877,14,21063
M69,28,March 2020,46332,14,3309
M69,8,March 2020,209822,14,14987
M69,14,March 2020,192862,14,13776
M69,10,March 2020,299181,14,21370
M69,18,March 2020,217986,14,15570
M69,24,March 2020,143662,14,10262
M69,29,March 2020,35641,14,2546
M69,9,March 2020,296167,14,21155
M69,25,March 2020,115860,14,8276
M69,31,March 2020,100071,14,7148
