main_road,DayNumber,Month,count,unique,average
A42,23,March 2020,166465,9,18496
A42,2,March 2020,250874,9,27875
A42,5,March 2020,260964,9,28996
A42,24,March 2020,139919,9,15547
A42,28,March 2020,39755,9,4417
A42,9,March 2020,252464,9,28052
A42,13,March 2020,246430,9,27381
A45,31,March 2020,4834,1,4834
A45,9,March 2020,11630,1,11630
A45,10,March 2020,11880,1,11880
A45,21,March 2020,5989,1,5989
A45,19,March 2020,9939,1,9939
A45,7,March 2020,8827,1,8827
A45,1,March 2020,5776,1,5776
A45,4,March 2020,12201,1,12201
A45,26,March 2020,5654,1,5654
A45,25,March 2020,6004,1,6004
A45,14,March 2020,7974,1,7974
A45,20,March 2020,10272,1,10272
A45,15,March 2020,6303,1,6303
A45,27,March 2020,5594,1,5594
A45,6,March 2020,12802,1,12802
A45,22,March 2020,4551,1,4551
A45,8,March 2020,7370,1,7370
A45,16,March 2020,10983,1,10983
A45,3,March 2020,12059,1,12059
A45,29,March 2020,1756,1,1756
A45,5,March 2020,12096,1,12096
A45,28,March 2020,2611,1,2611
A45,2,March 2020,11465,1,11465
A45,11,March 2020,12051,1,12051
A45,24,March 2020,6803,1,6803
A45,12,March 2020,11924,1,11924
A45,23,March 2020,8655,1,8655
A45,13,March 2020,12250,1,12250
A45,18,March 2020,10124,1,10124
A45,17,March 2020,10675,1,10675
A45,30,March 2020,4761,1,4761
A46,29,March 2020,10488,4,2622
A46,26,March 2020,33475,4,8369
A46,14,March 2020,66029,4,16507
A46,15,March 2020,56042,4,14010
A46,28,March 2020,13064,4,3266
A46,3,March 2020,104781,4,26195
A46,25,March 2020,36568,4,9142
A46,21,March 2020,42546,4,10636
A46,19,March 2020,76524,4,19131
A46,22,March 2020,33636,4,8409
A46,9,March 2020,106658,4,26664
A46,2,March 2020,103219,4,25805
A46,5,March 2020,113101,4,28275
A46,16,March 2020,94335,4,23584
A46,1,March 2020,68217,4,17054
A46,6,March 2020,113082,4,28270
A46,4,March 2020,110217,4,27554
A46,20,March 2020,74451,4,18613
A46,18,March 2020,78068,4,19517
A46,23,March 2020,61841,4,15460
A46,31,March 2020,28083,4,7021
A46,24,March 2020,47837,4,11959
A46,17,March 2020,88322,4,22080
A46,7,March 2020,74501,4,18625
A46,27,March 2020,31560,4,7890
A46,30,March 2020,28112,4,7028
A46,8,March 2020,69116,4,17279
A46,11,March 2020,109120,4,27280
A46,12,March 2020,106033,4,26508
A46,10,March 2020,112549,4,28137
A46,13,March 2020,106098,4,26524
A627M,6,March 2020,103909,7,14844
A627M,19,March 2020,122837,7,17548
A627M,30,March 2020,55109,7,7873
A627M,29,March 2020,22869,7,3267
A627M,11,March 2020,146985,7,20998
A627M,28,March 2020,31087,7,4441
A627M,1,March 2020,66107,7,9444
A627M,20,March 2020,117604,7,16801
A627M,15,March 2020,92288,7,13184
A627M,24,March 2020,75904,7,10843
A627M,7,March 2020,78704,7,11243
A627M,9,March 2020,97443,7,13920
A627M,4,March 2020,103511,7,14787
A627M,14,March 2020,98649,7,14093
A627M,26,March 2020,64081,7,9154
A627M,21,March 2020,74187,7,10598
A627M,31,March 2020,55431,7,7919
A627M,16,March 2020,133366,7,19052
A627M,8,March 2020,64604,7,9229
A627M,27,March 2020,60511,7,8644
A627M,13,March 2020,138023,7,19718
A627M,17,March 2020,130646,7,18664
A627M,2,March 2020,99709,7,14244
A627M,18,March 2020,123227,7,17604
A627M,12,March 2020,144820,7,20689
A627M,3,March 2020,102941,7,14706
A627M,5,March 2020,104629,7,14947
A627M,25,March 2020,65270,7,9324
A627M,22,March 2020,57008,7,8144
A627M,10,March 2020,109805,7,15686
A627M,23,March 2020,99967,7,14281
M1,9,March 2020,27224996,533,51079
M1,26,March 2020,12160688,533,22816
M1,31,March 2020,10180858,533,19101
M1,29,March 2020,4389568,533,8236
M1,19,March 2020,23709937,533,44484
M1,24,March 2020,15636575,533,29337
M1,30,March 2020,10193607,533,19125
M1,1,March 2020,22720098,533,42627
M1,16,March 2020,25292361,533,47453
M1,11,March 2020,27112768,533,50868
M1,28,March 2020,5731412,533,10753
M1,20,March 2020,23166447,533,43464
M1,23,March 2020,19394065,533,36387
M1,15,March 2020,19184873,533,35994
M1,4,March 2020,28015598,533,52562
M1,6,March 2020,29596909,533,55529
M1,7,March 2020,22337116,533,41908
M1,14,March 2020,19460069,533,36510
M1,13,March 2020,27419346,533,51443
M1,3,March 2020,27798346,533,52154
M1,21,March 2020,14403404,533,27023
M1,12,March 2020,27409718,533,51425
M1,2,March 2020,27093398,533,50832
M1,25,March 2020,12962511,533,24320
M1,18,March 2020,23318459,533,43749
M1,22,March 2020,11713931,533,21977
M1,5,March 2020,28488808,533,53450
M1,17,March 2020,23597520,533,44273
M1,27,March 2020,11602846,533,21769
M1,10,March 2020,26841701,533,50360
M1,8,March 2020,21527295,533,40389
M11,26,March 2020,258698,24,10779
M11,29,March 2020,92123,24,3838
M11,8,March 2020,584192,24,24341
M11,19,March 2020,586937,24,24456
M11,7,March 2020,576507,24,24021
M11,9,March 2020,681090,24,28379
M11,4,March 2020,683465,24,28478
M11,6,March 2020,731702,24,30488
M11,1,March 2020,588099,24,24504
M11,30,March 2020,238276,24,9928
M11,28,March 2020,122209,24,5092
M11,24,March 2020,381466,24,15894
M11,20,March 2020,566932,24,23622
M11,2,March 2020,704809,24,29367
M11,31,March 2020,243493,24,10146
M11,18,March 2020,573070,24,23878
M11,22,March 2020,270688,24,11279
M11,21,March 2020,339174,24,14132
M11,15,March 2020,466012,24,19417
M11,14,March 2020,487735,24,20322
M11,25,March 2020,296757,24,12365
M11,3,March 2020,674742,24,28114
M11,17,March 2020,596664,24,24861
M11,11,March 2020,698567,24,29107
M11,27,March 2020,264910,24,11038
M11,23,March 2020,455219,24,18967
M11,16,March 2020,647082,24,26962
M11,10,March 2020,681262,24,28386
M11,12,March 2020,705324,24,29388
M11,13,March 2020,708123,24,29505
M11,5,March 2020,680307,24,28346
M18,26,March 2020,128301,6,21384
M18,8,March 2020,150822,6,25137
M18,29,March 2020,36657,6,6110
M18,9,March 2020,216582,6,36097
M18,7,March 2020,166321,6,27720
M18,1,March 2020,147973,6,24662
M18,11,March 2020,239001,6,39834
M18,6,March 2020,247592,6,41265
M18,27,March 2020,123919,6,20653
M18,12,March 2020,283278,6,47213
M18,19,March 2020,235948,6,39325
M18,14,March 2020,180661,6,30110
M18,22,March 2020,100473,6,16746
M18,31,March 2020,109414,6,18236
M18,16,March 2020,253287,6,42214
M18,15,March 2020,162241,6,27040
M18,4,March 2020,230630,6,38438
M18,30,March 2020,107561,6,17927
M18,20,March 2020,242666,6,40444
M18,2,March 2020,216948,6,36158
M18,3,March 2020,223254,6,37209
M18,10,March 2020,219858,6,36643
M18,17,March 2020,240734,6,40122
M18,28,March 2020,49829,6,8305
M18,13,March 2020,295018,6,49170
M18,24,March 2020,165114,6,27519
M18,21,March 2020,132248,6,22041
M18,5,March 2020,223926,6,37321
M18,23,March 2020,194904,6,32484
M18,25,March 2020,138054,6,23009
M18,18,March 2020,234693,6,39116
M2,6,March 2020,835812,26,32147
M2,29,March 2020,137779,26,5299
M2,31,March 2020,306511,26,11789
M2,10,March 2020,748495,26,28788
M2,26,March 2020,361129,26,13890
M2,21,March 2020,439505,26,16904
M2,19,March 2020,654914,26,25189
M2,9,March 2020,734711,26,28258
M2,4,March 2020,788690,26,30334
M2,27,March 2020,341939,26,13152
M2,15,March 2020,550441,26,21171
M2,16,March 2020,742462,26,28556
M2,18,March 2020,681812,26,26224
M2,1,March 2020,572036,26,22001
M2,22,March 2020,343936,26,13228
M2,30,March 2020,301921,26,11612
M2,2,March 2020,725769,26,27914
M2,5,March 2020,776567,26,29868
M2,24,March 2020,444811,26,17108
M2,7,March 2020,677408,26,26054
M2,25,March 2020,388618,26,14947
M2,14,March 2020,636801,26,24492
M2,20,March 2020,653939,26,25152
M2,28,March 2020,190563,26,7329
M2,12,March 2020,801635,26,30832
M2,11,March 2020,775434,26,29824
M2,23,March 2020,544076,26,20926
M2,8,March 2020,582715,26,22412
M2,3,March 2020,783655,26,30141
M2,17,March 2020,726752,26,27952
M2,13,March 2020,824206,26,31700
M20,21,March 2020,354504,48,7386
M20,15,March 2020,222448,48,4634
M20,29,March 2020,103194,48,2150
M20,30,March 2020,251241,48,5234
M20,4,March 2020,849463,48,17697
M20,25,March 2020,331170,48,6899
M20,26,March 2020,314842,48,6559
M20,6,March 2020,795679,48,16577
M20,19,March 2020,409828,48,8538
M20,24,March 2020,373775,48,7787
M20,20,March 2020,513877,48,10706
M20,18,March 2020,313063,48,6522
M20,28,March 2020,144350,48,3007
M20,7,March 2020,291868,48,6081
M20,9,March 2020,352710,48,7348
M20,27,March 2020,295195,48,6150
M20,2,March 2020,795079,48,16564
M20,31,March 2020,255927,48,5332
M20,16,March 2020,343690,48,7160
M20,8,March 2020,252355,48,5257
M20,1,March 2020,582470,48,12135
M20,13,March 2020,365721,48,7619
M20,14,March 2020,256127,48,5336
M20,22,March 2020,278874,48,5810
M20,3,March 2020,846629,48,17638
M20,17,March 2020,337273,48,7027
M20,12,March 2020,369130,48,7690
M20,11,March 2020,350517,48,7302
M20,10,March 2020,360548,48,7511
M20,23,March 2020,465748,48,9703
M20,5,March 2020,826585,48,17221
M23,29,March 2020,1248,1,1248
M23,9,March 2020,3452,1,3452
M23,28,March 2020,802,1,802
M23,7,March 2020,6864,1,6864
M23,16,March 2020,3322,1,3322
M23,26,March 2020,1784,1,1784
M23,20,March 2020,3182,1,3182
M23,15,March 2020,1822,1,1822
M23,8,March 2020,5763,1,5763
M23,6,March 2020,4132,1,4132
M23,25,March 2020,1320,1,1320
M23,2,March 2020,3436,1,3436
M23,14,March 2020,2450,1,2450
M23,24,March 2020,2222,1,2222
M23,27,March 2020,1661,1,1661
M23,22,March 2020,3370,1,3370
M23,18,March 2020,3290,1,3290
M23,1,March 2020,2618,1,2618
M23,10,March 2020,2500,1,2500
M23,19,March 2020,3347,1,3347
M23,4,March 2020,4147,1,4147
M23,21,March 2020,4381,1,4381
M23,17,March 2020,3419,1,3419
M23,30,March 2020,1551,1,1551
M23,31,March 2020,1467,1,1467
M23,5,March 2020,3978,1,3978
M23,11,March 2020,2711,1,2711
M23,3,March 2020,3863,1,3863
M23,23,March 2020,2893,1,2893
M23,13,March 2020,769,1,769
M25,21,March 2020,19447901,651,29874
M25,9,March 2020,35097355,651,53913
M25,17,March 2020,31576904,651,48505
M25,12,March 2020,36334338,651,55813
M25,14,March 2020,28432693,651,43675
M25,11,March 2020,35514399,651,54554
M25,30,March 2020,12813357,651,19683
M25,7,March 2020,31579272,651,48509
M25,31,March 2020,12931501,651,19864
M25,5,March 2020,36489029,651,56051
M25,27,March 2020,14924106,651,22925
M25,23,March 2020,24680374,651,37911
M25,13,March 2020,36183398,651,55581
M25,29,March 2020,5755409,651,8841
M25,22,March 2020,15560914,651,23903
M25,4,March 2020,35999775,651,55299
M25,24,March 2020,20057568,651,30810
M25,10,March 2020,34733132,651,53354
M25,8,March 2020,30123849,651,46273
M25,26,March 2020,15406690,651,23666
M25,25,March 2020,16275454,651,25001
M25,15,March 2020,26679815,651,40983
M25,1,March 2020,31132391,651,47822
M25,18,March 2020,30239686,651,46451
M25,2,March 2020,35903613,651,55151
M25,6,March 2020,37728712,651,57955
M25,19,March 2020,30615942,651,47029
M25,20,March 2020,29837340,651,45833
M25,3,March 2020,35891461,651,55133
M25,28,March 2020,7650454,651,11752
M25,16,March 2020,33498092,651,51456
M26,25,March 2020,2750,1,2750
M26,29,March 2020,1059,1,1059
M26,26,March 2020,3075,1,3075
M26,12,March 2020,8676,1,8676
M26,21,March 2020,5002,1,5002
M26,23,March 2020,5518,1,5518
M26,2,March 2020,8470,1,8470
M26,17,March 2020,7139,1,7139
M26,18,March 2020,7002,1,7002
M26,22,March 2020,3771,1,3771
M26,4,March 2020,8403,1,8403
M26,10,March 2020,8106,1,8106
M26,14,March 2020,6771,1,6771
M26,6,March 2020,8438,1,8438
M26,16,March 2020,7691,1,7691
M26,24,March 2020,4187,1,4187
M26,3,March 2020,8666,1,8666
M26,13,March 2020,9218,1,9218
M26,30,March 2020,2446,1,2446
M26,8,March 2020,8011,1,8011
M26,15,March 2020,6234,1,6234
M26,27,March 2020,2808,1,2808
M26,9,March 2020,8441,1,8441
M26,31,March 2020,2411,1,2411
M26,11,March 2020,8851,1,8851
M26,1,March 2020,6951,1,6951
M26,19,March 2020,7102,1,7102
M26,20,March 2020,7025,1,7025
M26,5,March 2020,8108,1,8108
M26,7,March 2020,8597,1,8597
M26,28,March 2020,1398,1,1398
M27,14,March 2020,597896,24,24912
M27,1,March 2020,652481,24,27187
M27,9,March 2020,855962,24,35665
M27,21,March 2020,424496,24,17687
M27,10,March 2020,849461,24,35394
M27,13,March 2020,862097,24,35921
M27,4,March 2020,932902,24,38871
M27,27,March 2020,288331,24,12014
M27,12,March 2020,840900,24,35038
M27,15,March 2020,554970,24,23124
M27,22,March 2020,351579,24,14649
M27,11,March 2020,845567,24,35232
M27,24,March 2020,396837,24,16535
M27,26,March 2020,301629,24,12568
M27,30,March 2020,260235,24,10843
M27,28,March 2020,126042,24,5252
M27,23,March 2020,534541,24,22273
M27,8,March 2020,657015,24,27376
M27,2,March 2020,949536,24,39564
M27,31,March 2020,261586,24,10899
M27,29,March 2020,90258,24,3761
M27,7,March 2020,677307,24,28221
M27,6,March 2020,919103,24,38296
M27,5,March 2020,865852,24,36077
M27,16,March 2020,791754,24,32990
M27,18,March 2020,689023,24,28709
M27,3,March 2020,934325,24,38930
M27,25,March 2020,318186,24,13258
M27,20,March 2020,675664,24,28153
M27,19,March 2020,677473,24,28228
M27,17,March 2020,721359,24,30057
M275,13,March 2020,84347,2,42174
M275,9,March 2020,82250,2,41125
M275,11,March 2020,85314,2,42657
M275,4,March 2020,86814,2,43407
M275,10,March 2020,85212,2,42606
M275,8,March 2020,60606,2,30303
M275,30,March 2020,26410,2,13205
M275,17,March 2020,73811,2,36906
M275,22,March 2020,32024,2,16012
M275,1,March 2020,63380,2,31690
M275,31,March 2020,26751,2,13376
M275,19,March 2020,66054,2,33027
M275,21,March 2020,40097,2,20048
M275,28,March 2020,16210,2,8105
M275,24,March 2020,37582,2,18791
M275,25,March 2020,31237,2,15618
M275,12,March 2020,85487,2,42744
M275,2,March 2020,84699,2,42350
M275,16,March 2020,79003,2,39502
M275,7,March 2020,67252,2,33626
M275,15,March 2020,52825,2,26412
M275,14,March 2020,63588,2,31794
M275,23,March 2020,50137,2,25068
M275,5,March 2020,83898,2,41949
M275,26,March 2020,30222,2,15111
M275,6,March 2020,88157,2,44078
M275,27,March 2020,29194,2,14597
M275,29,March 2020,12625,2,6312
M275,18,March 2020,68959,2,34480
M275,3,March 2020,84933,2,42466
M275,20,March 2020,64789,2,32394
M3,16,March 2020,1270515,31,40984
M3,22,March 2020,604322,31,19494
M3,13,March 2020,1414165,31,45618
M3,2,March 2020,1407877,31,45415
M3,26,March 2020,513793,31,16574
M3,29,March 2020,174002,31,5613
M3,31,March 2020,439977,31,14193
M3,19,March 2020,1097965,31,35418
M3,9,March 2020,1376775,31,44412
M3,23,March 2020,904407,31,29174
M3,11,March 2020,1373627,31,44311
M3,5,March 2020,1418291,31,45751
M3,18,March 2020,1100140,31,35488
M3,17,March 2020,1157849,31,37350
M3,1,March 2020,800033,31,25808
M3,20,March 2020,1089928,31,35159
M3,15,March 2020,1002263,31,32331
M3,21,March 2020,703029,31,22678
M3,10,March 2020,1349923,31,43546
M3,24,March 2020,680728,31,21959
M3,6,March 2020,1528606,31,49310
M3,28,March 2020,231198,31,7458
M3,4,March 2020,1410713,31,45507
M3,12,March 2020,1382128,31,44585
M3,8,March 2020,1171507,31,37791
M3,14,March 2020,1024095,31,33035
M3,3,March 2020,1402290,31,45235
M3,27,March 2020,494106,31,15939
M3,30,March 2020,441272,31,14235
M3,7,March 2020,1192039,31,38453
M3,25,March 2020,543790,31,17542
M32,22,March 2020,215292,18,11961
M32,21,March 2020,268622,18,14923
M32,1,March 2020,414942,18,23052
M32,9,March 2020,528784,18,29377
M32,6,March 2020,573748,18,31875
M32,7,March 2020,460789,18,25599
M32,20,March 2020,407435,18,22635
M32,18,March 2020,425390,18,23633
M32,17,March 2020,460250,18,25569
M32,16,March 2020,489324,18,27185
M32,11,March 2020,538838,18,29935
M32,5,March 2020,544711,18,30262
M32,24,March 2020,290981,18,16166
M32,12,March 2020,524380,18,29132
M32,8,March 2020,414613,18,23034
M32,19,March 2020,413823,18,22990
M32,14,March 2020,423590,18,23533
M32,23,March 2020,358387,18,19910
M32,2,March 2020,540529,18,30029
M32,30,March 2020,187587,18,10422
M32,26,March 2020,216477,18,12026
M32,15,March 2020,349320,18,19407
M32,31,March 2020,190405,18,10578
M32,13,March 2020,531915,18,29551
M32,29,March 2020,79097,18,4394
M32,4,March 2020,514446,18,28580
M32,25,March 2020,233240,18,12958
M32,28,March 2020,104351,18,5797
M32,27,March 2020,208853,18,11603
M32,10,March 2020,525600,18,29200
M32,3,March 2020,548429,18,30468
M4,21,March 2020,6031825,322,18732
M4,22,March 2020,5071566,322,15750
M4,9,March 2020,12151442,322,37737
M4,19,March 2020,9574954,322,29736
M4,4,March 2020,11828966,322,36736
M4,20,March 2020,9433669,322,29297
M4,1,March 2020,10469401,322,32514
M4,26,March 2020,4267342,322,13253
M4,25,March 2020,4634563,322,14393
M4,31,March 2020,3435381,322,10669
M4,3,March 2020,11694472,322,36318
M4,27,March 2020,4032532,322,12523
M4,7,March 2020,9639080,322,29935
M4,10,March 2020,11724996,322,36413
M4,24,March 2020,6169171,322,19159
M4,16,March 2020,9880910,322,30686
M4,6,March 2020,13380863,322,41555
M4,14,March 2020,8916550,322,27691
M4,8,March 2020,10791632,322,33514
M4,23,March 2020,7738814,322,24034
M4,15,March 2020,9563485,322,29700
M4,30,March 2020,3546655,322,11014
M4,5,March 2020,12290796,322,38170
M4,2,March 2020,12021041,322,37332
M4,12,March 2020,12039014,322,37388
M4,11,March 2020,11833529,322,36750
M4,29,March 2020,1509072,322,4687
M4,18,March 2020,9384961,322,29146
M4,28,March 2020,1875645,322,5825
M4,13,March 2020,12665846,322,39335
M4,17,March 2020,9975206,322,30979
M40,1,March 2020,2284809,73,31299
M40,9,March 2020,2300882,73,31519
M40,27,March 2020,790113,73,10823
M40,15,March 2020,1755454,73,24047
M40,25,March 2020,911877,73,12491
M40,29,March 2020,323373,73,4430
M40,30,March 2020,670549,73,9186
M40,17,March 2020,1936266,73,26524
M40,19,March 2020,1866163,73,25564
M40,7,March 2020,2002723,73,27435
M40,4,March 2020,2438569,73,33405
M40,18,March 2020,1662907,73,22780
M40,16,March 2020,2091505,73,28651
M40,26,March 2020,853352,73,11690
M40,6,March 2020,2614769,73,35819
M40,5,March 2020,2537447,73,34760
M40,8,March 2020,2102886,73,28807
M40,28,March 2020,408278,73,5593
M40,10,March 2020,2274328,73,31155
M40,24,March 2020,1246803,73,17079
M40,22,March 2020,942776,73,12915
M40,14,March 2020,1753661,73,24023
M40,20,March 2020,1762882,73,24149
M40,21,March 2020,1148161,73,15728
M40,31,March 2020,686292,73,9401
M40,2,March 2020,2412240,73,33044
M40,13,March 2020,2447914,73,33533
M40,3,March 2020,2378499,73,32582
M40,11,March 2020,2363281,73,32374
M40,12,March 2020,2427642,73,33255
M40,23,March 2020,1469422,73,20129
M42,25,March 2020,832408,59,14109
M42,7,March 2020,1468125,59,24883
M42,6,March 2020,2111402,59,35786
M42,30,March 2020,635230,59,10767
M42,20,March 2020,1523540,59,25823
M42,9,March 2020,1966709,59,33334
M42,27,March 2020,719713,59,12199
M42,19,March 2020,1557202,59,26393
M42,26,March 2020,763612,59,12943
M42,21,March 2020,857171,59,14528
M42,1,March 2020,1453537,59,24636
M42,4,March 2020,1997006,59,33848
M42,18,March 2020,1527582,59,25891
M42,3,March 2020,1998816,59,33878
M42,28,March 2020,311455,59,5279
M42,14,March 2020,1240420,59,21024
M42,2,March 2020,1960756,59,33233
M42,17,March 2020,1642229,59,27834
M42,22,March 2020,698587,59,11840
M42,11,March 2020,2011066,59,34086
M42,24,March 2020,1050793,59,17810
M42,29,March 2020,234865,59,3981
M42,16,March 2020,1756716,59,29775
M42,8,March 2020,1509246,59,25580
M42,31,March 2020,645002,59,10932
M42,10,March 2020,1891260,59,32055
M42,23,March 2020,1285706,59,21792
M42,13,March 2020,1977134,59,33511
M42,12,March 2020,2003365,59,33955
M42,5,March 2020,2062840,59,34963
M42,15,March 2020,1185023,59,20085
M45,6,March 2020,18444,3,6148
M45,25,March 2020,8311,3,2770
M45,28,March 2020,2838,3,946
M45,7,March 2020,12432,3,4144
M45,17,March 2020,15571,3,5190
M45,4,March 2020,18690,3,6230
M45,26,March 2020,7698,3,2566
M45,19,March 2020,13793,3,4598
M45,29,March 2020,2128,3,709
M45,23,March 2020,11381,3,3794
M45,3,March 2020,17494,3,5831
M45,1,March 2020,12706,3,4235
M45,22,March 2020,5682,3,1894
M45,20,March 2020,12897,3,4299
M45,2,March 2020,16947,3,5649
M45,27,March 2020,6727,3,2242
M45,14,March 2020,11537,3,3846
M45,9,March 2020,16900,3,5633
M45,24,March 2020,9510,3,3170
M45,11,March 2020,18528,3,6176
M45,16,March 2020,15419,3,5140
M45,31,March 2020,6044,3,2015
M45,5,March 2020,18599,3,6200
M45,8,March 2020,13863,3,4621
M45,10,March 2020,18115,3,6038
M45,30,March 2020,6032,3,2011
M45,12,March 2020,17716,3,5905
M45,21,March 2020,7036,3,2345
M45,13,March 2020,16965,3,5655
M45,18,March 2020,14719,3,4906
M45,15,March 2020,9249,3,3083
M49,29,March 2020,4618,3,1539
M49,26,March 2020,14571,3,4857
M49,19,March 2020,30728,3,10243
M49,27,March 2020,15352,3,5117
M49,30,March 2020,12681,3,4227
M49,1,March 2020,28776,3,9592
M49,6,March 2020,37311,3,12437
M49,31,March 2020,12948,3,4316
M49,10,March 2020,35450,3,11817
M49,22,March 2020,17951,3,5984
M49,17,March 2020,31030,3,10343
M49,2,March 2020,36816,3,12272
M49,7,March 2020,28964,3,9655
M49,24,March 2020,19307,3,6436
M49,4,March 2020,33332,3,11111
M49,21,March 2020,21726,3,7242
M49,16,March 2020,38505,3,12835
M49,20,March 2020,31598,3,10533
M49,5,March 2020,35065,3,11688
M49,8,March 2020,30958,3,10319
M49,28,March 2020,6746,3,2249
M49,11,March 2020,37425,3,12475
M49,23,March 2020,24739,3,8246
M49,25,March 2020,15249,3,5083
M49,12,March 2020,39479,3,13160
M49,3,March 2020,33721,3,11240
M49,18,March 2020,29924,3,9975
M49,14,March 2020,27154,3,9051
M49,9,March 2020,38165,3,12722
M49,15,March 2020,30651,3,10217
M49,13,March 2020,40605,3,13535
M5,6,March 2020,5137678,129,39827
M5,31,March 2020,1546638,129,11989
M5,27,March 2020,1680135,129,13024
M5,7,March 2020,3371920,129,26139
M5,1,March 2020,3551136,129,27528
M5,5,March 2020,4885237,129,37870
M5,25,March 2020,1969912,129,15271
M5,26,March 2020,1799031,129,13946
M5,22,March 2020,1958672,129,15184
M5,19,March 2020,3785593,129,29346
M5,9,March 2020,4676139,129,36249
M5,17,March 2020,3878491,129,30066
M5,28,March 2020,743943,129,5767
M5,11,March 2020,4539149,129,35187
M5,16,March 2020,4313776,129,33440
M5,29,March 2020,575187,129,4459
M5,12,March 2020,4673326,129,36227
M5,30,March 2020,1518183,129,11769
M5,15,March 2020,3225450,129,25003
M5,24,March 2020,2564906,129,19883
M5,4,March 2020,4622458,129,35833
M5,18,March 2020,3781014,129,29310
M5,14,March 2020,3133123,129,24288
M5,2,March 2020,4645782,129,36014
M5,3,March 2020,4573860,129,35456
M5,10,March 2020,4440464,129,34422
M5,21,March 2020,2323372,129,18011
M5,8,March 2020,3739371,129,28987
M5,13,March 2020,4859585,129,37671
M5,20,March 2020,3836168,129,29738
M5,23,March 2020,3195268,129,24770
M50,7,March 2020,53703,6,8950
M50,15,March 2020,51687,6,8614
M50,29,March 2020,7980,6,1330
M50,14,March 2020,44955,6,7492
M50,26,March 2020,30853,6,5142
M50,25,March 2020,33718,6,5620
M50,4,March 2020,86732,6,14455
M50,17,March 2020,64928,6,10821
M50,20,March 2020,58400,6,9733
M50,19,March 2020,59516,6,9919
M50,6,March 2020,90472,6,15079
M50,9,March 2020,83620,6,13937
M50,31,March 2020,25898,6,4316
M50,21,March 2020,33328,6,5555
M50,3,March 2020,86306,6,14384
M50,30,March 2020,26183,6,4364
M50,5,March 2020,88530,6,14755
M50,13,March 2020,80291,6,13382
M50,27,March 2020,27730,6,4622
M50,24,March 2020,42206,6,7034
M50,8,March 2020,59910,6,9985
M50,2,March 2020,85685,6,14281
M50,16,March 2020,72991,6,12165
M50,1,March 2020,57126,6,9521
M50,10,March 2020,81354,6,13559
M50,23,March 2020,51605,6,8601
M50,12,March 2020,82930,6,13822
M50,11,March 2020,83048,6,13841
M50,22,March 2020,28908,6,4818
M50,18,March 2020,60489,6,10082
M50,28,March 2020,10503,6,1750
M54,14,March 2020,146274,11,13298
M54,25,March 2020,91111,11,8283
M54,29,March 2020,26890,11,2445
M54,2,March 2020,205533,11,18685
M54,20,March 2020,175116,11,15920
M54,19,March 2020,170617,11,15511
M54,31,March 2020,71542,11,6504
M54,24,March 2020,110437,11,10040
M54,7,March 2020,162363,11,14760
M54,3,March 2020,208499,11,18954
M54,15,March 2020,132167,11,12015
M54,10,March 2020,207428,11,18857
M54,26,March 2020,84964,11,7724
M54,22,March 2020,86507,11,7864
M54,27,March 2020,81312,11,7392
M54,21,March 2020,105532,11,9594
M54,28,March 2020,36441,11,3313
M54,9,March 2020,207035,11,18821
M54,6,March 2020,219365,11,19942
M54,8,March 2020,156226,11,14202
M54,11,March 2020,207341,11,18849
M54,18,March 2020,166255,11,15114
M54,23,March 2020,144537,11,13140
M54,17,March 2020,182447,11,16586
M54,13,March 2020,211375,11,19216
M54,30,March 2020,71522,11,6502
M54,12,March 2020,208116,11,18920
M54,4,March 2020,208333,11,18939
M54,16,March 2020,195004,11,17728
M54,1,March 2020,145707,11,13246
M54,5,March 2020,209962,11,19087
M55,29,March 2020,22545,11,2050
M55,19,March 2020,168196,11,15291
M55,20,March 2020,176102,11,16009
M55,14,March 2020,146760,11,13342
M55,31,March 2020,54735,11,4976
M55,27,March 2020,72441,11,6586
M55,23,March 2020,142464,11,12951
M55,4,March 2020,213696,11,19427
M55,25,March 2020,83376,11,7580
M55,22,March 2020,103459,11,9405
M55,2,March 2020,206132,11,18739
M55,7,March 2020,169820,11,15438
M55,24,March 2020,102797,11,9345
M55,9,March 2020,206919,11,18811
M55,26,March 2020,71779,11,6525
M55,11,March 2020,208271,11,18934
M55,6,March 2020,225677,11,20516
M55,1,March 2020,154695,11,14063
M55,3,March 2020,207590,11,18872
M55,17,March 2020,179097,11,16282
M55,15,March 2020,147089,11,13372
M55,28,March 2020,29303,11,2664
M55,30,March 2020,56491,11,5136
M55,18,March 2020,167896,11,15263
M55,12,March 2020,207439,11,18858
M55,16,March 2020,199158,11,18105
M55,10,March 2020,209306,11,19028
M55,5,March 2020,216723,11,19702
M55,21,March 2020,109721,11,9975
M55,13,March 2020,215544,11,19595
M55,8,March 2020,180901,11,16446
M56,19,March 2020,1553463,49,31703
M56,16,March 2020,1802747,49,36791
M56,27,March 2020,693376,49,14151
M56,6,March 2020,2027483,49,41377
M56,18,March 2020,1566634,49,31972
M56,30,March 2020,610844,49,12466
M56,17,March 2020,1670042,49,34082
M56,22,March 2020,824795,49,16833
M56,9,March 2020,1875575,49,38277
M56,24,March 2020,955610,49,19502
M56,29,March 2020,260756,49,5322
M56,1,March 2020,1598422,49,32621
M56,14,March 2020,1458845,49,29772
M56,31,March 2020,612051,49,12491
